datetime,pm25
20171214-7:00,39
20171214-8:00,41
20171214-9:00,42
20171214-10:00,44
20171214-11:00,35
20171214-12:00,21
20171214-13:00,25
20171214-14:00,34
20171214-15:00,39
20171214-16:00,37
20171214-17:00,50
20171214-18:00,52
20171214-19:00,62
20171214-20:00,66
20171214-21:00,65
20171214-22:00,66
20171214-23:00,54
20171215-0:00,58
20171215-1:00,66
20171215-2:00,76
20171215-3:00,82
20171215-4:00,74
20171215-5:00,72
20171215-6:00,78
20171215-7:00,82
20171215-8:00,76
20171215-9:00,49
20171215-10:00,28
20171215-11:00,18
20171215-12:00,12
20171215-13:00,17
20171215-14:00,17
20171215-15:00,12
20171215-16:00,10
20171215-17:00,14
20171215-18:00,22
20171215-19:00,27
20171215-20:00,27
20171215-21:00,24
20171215-22:00,20
20171215-23:00,19
20171216-0:00,23
20171216-1:00,29
20171216-2:00,26
20171216-3:00,15
20171216-4:00,10
20171216-5:00,9
20171216-6:00,8
20171216-7:00,11
20171216-8:00,16
20171216-9:00,31
20171216-10:00,42
20171216-11:00,24
20171216-12:00,24
20171216-13:00,27
20171216-14:00,34
20171216-15:00,30
20171216-16:00,17
20171216-17:00,14
20171216-18:00,16
20171216-19:00,31
20171216-20:00,55
20171216-21:00,58
20171216-22:00,53
20171216-23:00,41
20171217-0:00,31
20171217-1:00,24
20171217-2:00,19
20171217-3:00,19
20171217-4:00,21
20171217-5:00,19
20171217-6:00,19
20171217-7:00,22
20171217-8:00,26
20171217-9:00,25
20171217-10:00,23
20171217-11:00,27
20171217-12:00,20
20171217-13:00,17
20171217-14:00,12
20171217-15:00,11
20171217-16:00,16
20171217-17:00,22
20171217-18:00,25
20171217-19:00,26
20171217-20:00,26
20171217-21:00,26
20171217-22:00,25
20171217-23:00,23
20171218-0:00,22
20171218-1:00,21
20171218-2:00,21
20171218-3:00,21
20171218-4:00,30
20171218-5:00,30
20171218-6:00,31
20171218-7:00,32
20171218-8:00,33
20171218-9:00,33
20171218-10:00,27
20171218-11:00,21
20171218-12:00,18
20171218-13:00,19
20171218-14:00,18
20171218-15:00,13
20171218-16:00,12
20171218-17:00,13
20171218-18:00,15
20171218-19:00,20
20171218-20:00,22
20171218-21:00,25
20171218-22:00,32
20171218-23:00,34
20171219-0:00,33
20171219-1:00,40
20171219-2:00,54
20171219-3:00,29
20171219-4:00,12
20171219-5:00,17
20171219-6:00,18
20171219-7:00,23
20171219-8:00,30
20171219-9:00,40
20171219-10:00,37
20171219-11:00,25
20171219-12:00,15
20171219-13:00,10
20171219-14:00,7
20171219-15:00,9
20171219-16:00,11
20171219-17:00,15
20171219-18:00,18
20171219-19:00,19
20171219-20:00,26
20171219-21:00,27
20171219-22:00,30
20171219-23:00,36
20171220-0:00,33
20171220-1:00,28
20171220-2:00,25
20171220-3:00,24
20171220-4:00,25
20171220-5:00,23
20171220-6:00,21
20171220-7:00,21
20171220-8:00,20
20171220-9:00,22
20171220-10:00,27
20171220-11:00,31
20171220-12:00,32
20171220-13:00,30
20171220-14:00,20
20171220-15:00,24
20171220-16:00,33
20171220-17:00,44
20171220-18:00,49
20171220-19:00,46
20171220-20:00,28
20171220-21:00,32
20171220-22:00,29
20171220-23:00,29
20171221-0:00,30
20171221-1:00,29
20171221-2:00,25
20171221-3:00,23
20171221-4:00,23
20171221-5:00,22
20171221-6:00,23
20171221-7:00,23
20171221-8:00,28
20171221-9:00,31
20171221-10:00,36
20171221-11:00,37
20171221-12:00,26
20171221-13:00,18
20171221-14:00,15
20171221-15:00,14
20171221-16:00,21
20171221-17:00,32
20171221-18:00,38
20171221-19:00,40
20171221-20:00,42
20171221-21:00,41
20171221-22:00,35
20171221-23:00,30
20171222-0:00,25
20171222-1:00,25
20171222-2:00,28
20171222-3:00,31
20171222-4:00,33
20171222-5:00,34
20171222-6:00,37
20171222-7:00,39
20171222-8:00,44
20171222-9:00,49
20171222-10:00,58
20171222-11:00,79
20171222-12:00,68
20171222-13:00,75
20171222-14:00,58
20171222-15:00,86
20171222-16:00,89
20171222-17:00,94
20171222-18:00,92
20171222-19:00,101
20171222-20:00,112
20171222-21:00,109
20171222-22:00,94
20171222-23:00,74
20171223-0:00,54
20171223-1:00,47
20171223-2:00,39
20171223-3:00,40
20171223-4:00,41
20171223-5:00,37
20171223-6:00,39.33333333
20171223-7:00,41.66666667
20171223-8:00,44
20171223-9:00,48
20171223-10:00,50
20171223-11:00,108
20171223-12:00,121
20171223-13:00,116
20171223-14:00,85
20171223-15:00,81
20171223-16:00,77
20171223-17:00,72
20171223-18:00,59
20171223-19:00,40
20171223-20:00,64
20171223-21:00,64
20171223-22:00,54
20171223-23:00,46
20171224-0:00,40
20171224-1:00,38
20171224-2:00,42
20171224-3:00,44
20171224-4:00,47
20171224-5:00,53
20171224-6:00,51
20171224-7:00,51
20171224-8:00,56
20171224-9:00,60
20171224-10:00,72
20171224-11:00,71
20171224-12:00,64
20171224-13:00,52
20171224-14:00,34
20171224-15:00,22
20171224-16:00,19
20171224-17:00,14
20171224-18:00,17
20171224-19:00,20
20171224-20:00,20
20171224-21:00,16
20171224-22:00,18
20171224-23:00,18
20171225-0:00,18
20171225-1:00,18
20171225-2:00,24
20171225-3:00,32
20171225-4:00,31
20171225-5:00,25
20171225-6:00,22
20171225-7:00,24
20171225-8:00,31
20171225-9:00,40
20171225-10:00,44
20171225-11:00,42
20171225-12:00,38
20171225-13:00,24
20171225-14:00,16
20171225-15:00,22
20171225-16:00,22
20171225-17:00,20
20171225-18:00,13
20171225-19:00,15
20171225-20:00,16
20171225-21:00,17
20171225-22:00,15
20171225-23:00,18
20171226-0:00,24
20171226-1:00,30
20171226-2:00,33
20171226-3:00,34
20171226-4:00,30
20171226-5:00,27
20171226-6:00,26
20171226-7:00,27
20171226-8:00,34
20171226-9:00,56
20171226-10:00,70
20171226-11:00,50
20171226-12:00,17
20171226-13:00,15
20171226-14:00,12
20171226-15:00,9
20171226-16:00,8
20171226-17:00,10
20171226-18:00,12
20171226-19:00,16
20171226-20:00,15
20171226-21:00,18
20171226-22:00,30
20171226-23:00,37
20171227-0:00,38
20171227-1:00,34
20171227-2:00,29
20171227-3:00,24
20171227-4:00,21
20171227-5:00,19
20171227-6:00,17
20171227-7:00,16
20171227-8:00,26
20171227-9:00,41
20171227-10:00,46
20171227-11:00,43
20171227-12:00,23
20171227-13:00,18
20171227-14:00,13
20171227-15:00,34
20171227-16:00,41
20171227-17:00,51
20171227-18:00,55
20171227-19:00,77
20171227-20:00,127
20171227-21:00,131
20171227-22:00,119
20171227-23:00,61
20171228-0:00,34
20171228-1:00,31
20171228-2:00,27
20171228-3:00,25
20171228-4:00,25
20171228-5:00,26
20171228-6:00,23
20171228-7:00,22
20171228-8:00,23
20171228-9:00,31
20171228-10:00,35
20171228-11:00,37
20171228-12:00,30
20171228-13:00,24
20171228-14:00,25
20171228-15:00,31.5
20171228-16:00,38
20171228-17:00,41
20171228-18:00,43
20171228-19:00,66
20171228-20:00,90
20171228-21:00,75
20171228-22:00,69
20171228-23:00,49
20171229-0:00,55
20171229-1:00,85
20171229-2:00,93
20171229-3:00,101
20171229-4:00,93
20171229-5:00,95
20171229-6:00,95
20171229-7:00,96
20171229-8:00,97
20171229-9:00,84
20171229-10:00,44
20171229-11:00,36
20171229-12:00,17
20171229-13:00,19
20171229-14:00,17
20171229-15:00,18
20171229-16:00,25
20171229-17:00,30
20171229-18:00,29
20171229-19:00,52
20171229-20:00,59
20171229-21:00,59
20171229-22:00,59
20171229-23:00,51
20171230-0:00,46
20171230-1:00,29
20171230-2:00,30
20171230-3:00,36
20171230-4:00,37
20171230-5:00,53
20171230-6:00,62
20171230-7:00,65
20171230-8:00,61
20171230-9:00,78
20171230-10:00,74
20171230-11:00,68
20171230-12:00,55.5
20171230-13:00,43
20171230-14:00,40
20171230-15:00,86
20171230-16:00,92
20171230-17:00,94
20171230-18:00,98.66666667
20171230-19:00,103.3333333
20171230-20:00,108
20171230-21:00,112.6666667
20171230-22:00,117.3333333
20171230-23:00,122
20171231-0:00,126.6666667
20171231-1:00,131.3333333
20171231-2:00,136
20171231-3:00,126
20171231-4:00,126
20171231-5:00,107
20171231-6:00,91
20171231-7:00,90
20171231-8:00,81
20171231-9:00,90
20171231-10:00,122
20171231-11:00,131
20171231-12:00,91
20171231-13:00,107
20171231-14:00,78
20171231-15:00,73
20171231-16:00,68
20171231-17:00,59
20171231-18:00,64
20171231-19:00,72
20171231-20:00,79
20171231-21:00,88
20171231-22:00,92
20171231-23:00,90
20180101-0:00,100.7272727
20180101-1:00,111.4545455
20180101-2:00,122.1818182
20180101-3:00,132.9090909
20180101-4:00,143.6363636
20180101-5:00,154.3636364
20180101-6:00,165.0909091
20180101-7:00,175.8181818
20180101-8:00,186.5454545
20180101-9:00,197.2727273
20180101-10:00,208
20180101-11:00,146
20180101-12:00,73
20180101-13:00,35
20180101-14:00,17
20180101-15:00,11
20180101-16:00,9
20180101-17:00,9
20180101-18:00,10
20180101-19:00,10
20180101-20:00,14
20180101-21:00,22
20180101-22:00,32
20180101-23:00,39
20180102-0:00,38
20180102-1:00,33
20180102-2:00,27
20180102-3:00,22
20180102-4:00,22
20180102-5:00,20
20180102-6:00,19
20180102-7:00,19
20180102-8:00,23
20180102-9:00,33
20180102-10:00,37
20180102-11:00,28
20180102-12:00,22
20180102-13:00,21
20180102-14:00,16
20180102-15:00,15
20180102-16:00,17
20180102-17:00,18
20180102-18:00,30
20180102-19:00,43
20180102-20:00,50
20180102-21:00,50
20180102-22:00,48
20180102-23:00,39
20180103-0:00,34
20180103-1:00,33
20180103-2:00,32
20180103-3:00,33
20180103-4:00,39
20180103-5:00,37
20180103-6:00,33
20180103-7:00,25
20180103-8:00,39
20180103-9:00,45
20180103-10:00,45
20180103-11:00,42
20180103-12:00,33
20180103-13:00,27
20180103-14:00,21
20180103-15:00,23
20180103-16:00,18
20180103-17:00,17
20180103-18:00,21
20180103-19:00,33
20180103-20:00,42
20180103-21:00,54
20180103-22:00,60
20180103-23:00,57
20180104-0:00,51
20180104-1:00,41
20180104-2:00,36
20180104-3:00,39
20180104-4:00,35
20180104-5:00,35
20180104-6:00,33
20180104-7:00,31
20180104-8:00,32
20180104-9:00,49
20180104-10:00,76
20180104-11:00,70
20180104-12:00,66
20180104-13:00,41
20180104-14:00,37
20180104-15:00,35
20180104-16:00,25
20180104-17:00,34
20180104-18:00,49
20180104-19:00,65
20180104-20:00,68
20180104-21:00,79
20180104-22:00,80
20180104-23:00,61
20180105-0:00,53
20180105-1:00,49
20180105-2:00,58
20180105-3:00,71
20180105-4:00,67
20180105-5:00,68
20180105-6:00,66
20180105-7:00,66
20180105-8:00,74
20180105-9:00,79
20180105-10:00,76
20180105-11:00,65
20180105-12:00,41
20180105-13:00,30
20180105-14:00,27
20180105-15:00,28
20180105-16:00,34
20180105-17:00,36
20180105-18:00,42
20180105-19:00,48
20180105-20:00,57
20180105-21:00,60
20180105-22:00,66
20180105-23:00,68
20180106-0:00,71
20180106-1:00,74
20180106-2:00,65
20180106-3:00,64
20180106-4:00,67
20180106-5:00,69
20180106-6:00,64
20180106-7:00,57
20180106-8:00,53
20180106-9:00,58
20180106-10:00,56
20180106-11:00,47
20180106-12:00,49
20180106-13:00,20
20180106-14:00,18
20180106-15:00,21
20180106-16:00,27
20180106-17:00,38
20180106-18:00,51
20180106-19:00,50
20180106-20:00,51
20180106-21:00,49
20180106-22:00,50
20180106-23:00,47
20180107-0:00,40
20180107-1:00,36
20180107-2:00,34
20180107-3:00,33
20180107-4:00,32
20180107-5:00,34
20180107-6:00,34
20180107-7:00,36
20180107-8:00,39
20180107-9:00,44
20180107-10:00,45
20180107-11:00,41
20180107-12:00,42
20180107-13:00,44
20180107-14:00,39
20180107-15:00,37
20180107-16:00,38
20180107-17:00,44
20180107-18:00,48
20180107-19:00,56
20180107-20:00,59
20180107-21:00,59
20180107-22:00,62
20180107-23:00,55
20180108-0:00,51
20180108-1:00,51
20180108-2:00,50
20180108-3:00,51
20180108-4:00,50
20180108-5:00,54
20180108-6:00,67
20180108-7:00,79
20180108-8:00,89
20180108-9:00,92
20180108-10:00,73
20180108-11:00,34
20180108-12:00,27
20180108-13:00,18
20180108-14:00,15
20180108-15:00,17
20180108-16:00,20
20180108-17:00,14
20180108-18:00,17
20180108-19:00,25
20180108-20:00,23
20180108-21:00,23
20180108-22:00,20
20180108-23:00,17
20180109-0:00,17
20180109-1:00,15
20180109-2:00,13
20180109-3:00,12
20180109-4:00,11
20180109-5:00,9
20180109-6:00,11
20180109-7:00,12
20180109-8:00,14
20180109-9:00,17
20180109-10:00,21
20180109-11:00,22
20180109-12:00,20
20180109-13:00,24
20180109-14:00,20
20180109-15:00,16
20180109-16:00,15
20180109-17:00,17
20180109-18:00,26
20180109-19:00,28
20180109-20:00,32
20180109-21:00,25
20180109-22:00,27
20180109-23:00,26
20180110-0:00,22
20180110-1:00,22
20180110-2:00,17
20180110-3:00,18
20180110-4:00,15
20180110-5:00,13
20180110-6:00,12
20180110-7:00,12
20180110-8:00,20
20180110-9:00,20
20180110-10:00,25
20180110-11:00,21
20180110-12:00,16
20180110-13:00,14
20180110-14:00,15
20180110-15:00,15
20180110-16:00,13
20180110-17:00,14
20180110-18:00,17
20180110-19:00,17
20180110-20:00,18
20180110-21:00,19
20180110-22:00,18
20180110-23:00,20
20180111-0:00,48
20180111-1:00,61
20180111-2:00,31
20180111-3:00,24
20180111-4:00,35
20180111-5:00,17
20180111-6:00,19
20180111-7:00,27
20180111-8:00,31
20180111-9:00,49
20180111-10:00,92
20180111-11:00,64
20180111-12:00,17
20180111-13:00,13
20180111-14:00,16
20180111-15:00,40
20180111-16:00,92
20180111-17:00,73
20180111-18:00,65
20180111-19:00,72
20180111-20:00,99
20180111-21:00,104
20180111-22:00,89
20180111-23:00,64
20180112-0:00,56
20180112-1:00,44
20180112-2:00,34
20180112-3:00,28
20180112-4:00,22
20180112-5:00,19
20180112-6:00,18
20180112-7:00,18
20180112-8:00,22
20180112-9:00,33
20180112-10:00,41
20180112-11:00,21
20180112-12:00,16
20180112-13:00,16
20180112-14:00,15
20180112-15:00,16
20180112-16:00,21
20180112-17:00,26
20180112-18:00,36
20180112-19:00,49
20180112-20:00,53
20180112-21:00,47
20180112-22:00,42
20180112-23:00,34
20180113-0:00,33
20180113-1:00,33
20180113-2:00,29
20180113-3:00,29
20180113-4:00,34
20180113-5:00,31
20180113-6:00,29
20180113-7:00,32
20180113-8:00,33
20180113-9:00,34
20180113-10:00,40
20180113-11:00,47
20180113-12:00,44
20180113-13:00,37
20180113-14:00,43
20180113-15:00,83
20180113-16:00,70
20180113-17:00,63
20180113-18:00,71
20180113-19:00,87
20180113-20:00,89
20180113-21:00,60
20180113-22:00,39
20180113-23:00,35
20180114-0:00,32
20180114-1:00,28
20180114-2:00,23
20180114-3:00,21
20180114-4:00,19
20180114-5:00,18
20180114-6:00,20
20180114-7:00,25
20180114-8:00,32
20180114-9:00,37
20180114-10:00,39
20180114-11:00,37
20180114-12:00,33
20180114-13:00,31
20180114-14:00,35
20180114-15:00,35
20180114-16:00,37
20180114-17:00,49
20180114-18:00,53
20180114-19:00,53
20180114-20:00,38
20180114-21:00,58
20180114-22:00,45
20180114-23:00,43
20180115-0:00,42
20180115-1:00,44
20180115-2:00,47
20180115-3:00,54
20180115-4:00,63
20180115-5:00,62
20180115-6:00,61
20180115-7:00,57
20180115-8:00,51
20180115-9:00,65
20180115-10:00,91
20180115-11:00,59
20180115-12:00,40
20180115-13:00,31
20180115-14:00,20
20180115-15:00,17
20180115-16:00,18
20180115-17:00,18
20180115-18:00,16
20180115-19:00,18
20180115-20:00,19
20180115-21:00,18
20180115-22:00,20
20180115-23:00,19
20180116-0:00,21
20180116-1:00,32
20180116-2:00,21
20180116-3:00,18
20180116-4:00,20
20180116-5:00,24
20180116-6:00,25
20180116-7:00,27
20180116-8:00,30
20180116-9:00,34
20180116-10:00,47
20180116-11:00,58
20180116-12:00,48
20180116-13:00,62
20180116-14:00,64
20180116-15:00,60
20180116-16:00,67
20180116-17:00,78
20180116-18:00,97
20180116-19:00,107
20180116-20:00,103
20180116-21:00,95
20180116-22:00,82
20180116-23:00,78
20180117-0:00,81
20180117-1:00,77
20180117-2:00,77
20180117-3:00,97
20180117-4:00,97
20180117-5:00,78
20180117-6:00,70
20180117-7:00,64
20180117-8:00,47
20180117-9:00,45
20180117-10:00,44
20180117-11:00,47
20180117-12:00,47
20180117-13:00,48
20180117-14:00,52
20180117-15:00,60
20180117-16:00,56
20180117-17:00,70
20180117-18:00,84
20180117-19:00,92
20180117-20:00,77
20180117-21:00,92
20180117-22:00,102
20180117-23:00,108
20180118-0:00,95
20180118-1:00,76
20180118-2:00,48
20180118-3:00,36
20180118-4:00,29
20180118-5:00,19
20180118-6:00,13
20180118-7:00,13
20180118-8:00,14
20180118-9:00,17
20180118-10:00,18
20180118-11:00,18
20180118-12:00,17
20180118-13:00,17
20180118-14:00,16
20180118-15:00,19
20180118-16:00,31
20180118-17:00,46
20180118-18:00,55
20180118-19:00,62
20180118-20:00,67
20180118-21:00,69
20180118-22:00,64
20180118-23:00,52
20180119-0:00,52
20180119-1:00,47
20180119-2:00,39
20180119-3:00,34
20180119-4:00,33
20180119-5:00,27
20180119-6:00,21
20180119-7:00,21
20180119-8:00,23
20180119-9:00,27
20180119-10:00,33
20180119-11:00,31
20180119-12:00,27
20180119-13:00,32
20180119-14:00,34
20180119-15:00,30
20180119-16:00,29
20180119-17:00,18
20180119-18:00,25
20180119-19:00,48
20180119-20:00,66
20180119-21:00,65
20180119-22:00,73
20180119-23:00,74
20180120-0:00,29
20180120-1:00,7
20180120-2:00,5
20180120-3:00,5
20180120-4:00,5
20180120-5:00,5
20180120-6:00,6
20180120-7:00,7
20180120-8:00,9
20180120-9:00,13
20180120-10:00,31
20180120-11:00,27
20180120-12:00,11
20180120-13:00,16
20180120-14:00,10
20180120-15:00,4
20180120-16:00,5
20180120-17:00,8
20180120-18:00,9
20180120-19:00,13
20180120-20:00,14
20180120-21:00,20
20180120-22:00,30
20180120-23:00,36
20180121-0:00,37
20180121-1:00,35
20180121-2:00,29
20180121-3:00,22
20180121-4:00,18
20180121-5:00,14
20180121-6:00,12
20180121-7:00,12
20180121-8:00,16
20180121-9:00,27
20180121-10:00,39
20180121-11:00,42
20180121-12:00,25
20180121-13:00,21
20180121-14:00,18
20180121-15:00,22
20180121-16:00,27
20180121-17:00,28
20180121-18:00,28
20180121-19:00,34
20180121-20:00,45
20180121-21:00,43
20180121-22:00,39
20180121-23:00,43
20180122-0:00,46
20180122-1:00,50
20180122-2:00,61
20180122-3:00,73
20180122-4:00,65
20180122-5:00,62
20180122-6:00,40
20180122-7:00,36
20180122-8:00,26
20180122-9:00,52
20180122-10:00,62
20180122-11:00,38
20180122-12:00,25
20180122-13:00,26
20180122-14:00,18
20180122-15:00,15
20180122-16:00,17
20180122-17:00,18
20180122-18:00,20
20180122-19:00,27
20180122-20:00,33
20180122-21:00,29
20180122-22:00,29
20180122-23:00,27
20180123-0:00,26
20180123-1:00,27
20180123-2:00,39
20180123-3:00,44
20180123-4:00,36
20180123-5:00,20
20180123-6:00,14
20180123-7:00,12
20180123-8:00,16
20180123-9:00,19
20180123-10:00,17
20180123-11:00,19
20180123-12:00,17
20180123-13:00,13
20180123-14:00,9
20180123-15:00,9
20180123-16:00,8
20180123-17:00,9
20180123-18:00,12
20180123-19:00,15
20180123-20:00,18
20180123-21:00,31
20180123-22:00,33
20180123-23:00,36
20180124-0:00,35
20180124-1:00,37
20180124-2:00,40
20180124-3:00,36
20180124-4:00,27
20180124-5:00,19
20180124-6:00,15
20180124-7:00,13
20180124-8:00,17
20180124-9:00,33
20180124-10:00,42
20180124-11:00,31
20180124-12:00,25
20180124-13:00,18
20180124-14:00,21
20180124-15:00,20
20180124-16:00,14
20180124-17:00,13
20180124-18:00,22
20180124-19:00,29
20180124-20:00,32
20180124-21:00,30
20180124-22:00,24
20180124-23:00,19
20180125-0:00,29
20180125-1:00,44
20180125-2:00,61
20180125-3:00,62
20180125-4:00,63
20180125-5:00,59
20180125-6:00,54
20180125-7:00,53
20180125-8:00,48
20180125-9:00,50
20180125-10:00,55
20180125-11:00,28
20180125-12:00,25
20180125-13:00,13
20180125-14:00,12
20180125-15:00,10
20180125-16:00,9
20180125-17:00,7
20180125-18:00,9
20180125-19:00,12
20180125-20:00,15
20180125-21:00,15
20180125-22:00,13
20180125-23:00,12
20180126-0:00,22
20180126-1:00,37
20180126-2:00,44
20180126-3:00,41
20180126-4:00,41
20180126-5:00,47
20180126-6:00,47
20180126-7:00,43
20180126-8:00,41
20180126-9:00,40
20180126-10:00,60
20180126-11:00,87
20180126-12:00,49
20180126-13:00,30
20180126-14:00,22
20180126-15:00,23
20180126-16:00,25
20180126-17:00,18
20180126-18:00,30
20180126-19:00,39.5
20180126-20:00,49
20180126-21:00,41
20180126-22:00,37
20180126-23:00,34
20180127-0:00,35
20180127-1:00,37
20180127-2:00,30
20180127-3:00,26
20180127-4:00,25
20180127-5:00,25
20180127-6:00,24
20180127-7:00,25
20180127-8:00,32
20180127-9:00,41
20180127-10:00,41
20180127-11:00,41
20180127-12:00,23
20180127-13:00,16
20180127-14:00,15
20180127-15:00,20
20180127-16:00,22
20180127-17:00,22
20180127-18:00,31
20180127-19:00,37
20180127-20:00,48
20180127-21:00,59
20180127-22:00,17
20180127-23:00,14
20180128-0:00,9
20180128-1:00,8
20180128-2:00,5
20180128-3:00,6
20180128-4:00,5
20180128-5:00,6
20180128-6:00,7
20180128-7:00,11
20180128-8:00,17
20180128-9:00,35
20180128-10:00,26
20180128-11:00,14
20180128-12:00,10
20180128-13:00,7
20180128-14:00,7
20180128-15:00,7
20180128-16:00,8
20180128-17:00,8
20180128-18:00,11
20180128-19:00,24
20180128-20:00,33
20180128-21:00,29
20180128-22:00,25
20180128-23:00,24
20180129-0:00,31
20180129-1:00,31
20180129-2:00,27
20180129-3:00,22
20180129-4:00,19
20180129-5:00,17
20180129-6:00,15
20180129-7:00,16
20180129-8:00,25
20180129-9:00,46
20180129-10:00,46
20180129-11:00,47
20180129-12:00,31
20180129-13:00,17
20180129-14:00,10
20180129-15:00,8
20180129-16:00,9
20180129-17:00,9
20180129-18:00,14
20180129-19:00,18
20180129-20:00,23
20180129-21:00,23
20180129-22:00,19
20180129-23:00,16
20180130-0:00,15
20180130-1:00,15
20180130-2:00,14
20180130-3:00,13
20180130-4:00,13
20180130-5:00,15
20180130-6:00,19
20180130-7:00,20
20180130-8:00,23
20180130-9:00,29
20180130-10:00,40
20180130-11:00,50
20180130-12:00,31
20180130-13:00,27
20180130-14:00,20
20180130-15:00,12
20180130-16:00,13
20180130-17:00,8
20180130-18:00,9
20180130-19:00,14
20180130-20:00,27
20180130-21:00,35
20180130-22:00,44
20180130-23:00,42
20180131-0:00,35
20180131-1:00,30
20180131-2:00,32
20180131-3:00,29
20180131-4:00,20
20180131-5:00,15
20180131-6:00,11
20180131-7:00,11
20180131-8:00,19
20180131-9:00,35
20180131-10:00,40
20180131-11:00,28
20180131-12:00,30
20180131-13:00,27
20180131-14:00,15
20180131-15:00,12
20180131-16:00,16
20180131-17:00,20
20180131-18:00,24
20180131-19:00,28
20180131-20:00,26
20180131-21:00,23
20180131-22:00,23
20180131-23:00,27
20180201-0:00,27
20180201-1:00,26
20180201-2:00,27
20180201-3:00,25
20180201-4:00,24
20180201-5:00,24
20180201-6:00,25
20180201-7:00,23
20180201-8:00,25
20180201-9:00,31
20180201-10:00,37
20180201-11:00,25
20180201-12:00,27
20180201-13:00,25
20180201-14:00,23
20180201-15:00,23
20180201-16:00,27
20180201-17:00,35
20180201-18:00,46
20180201-19:00,50
20180201-20:00,51
20180201-21:00,58
20180201-22:00,76
20180201-23:00,55
20180202-0:00,44
20180202-1:00,47
20180202-2:00,45
20180202-3:00,74
20180202-4:00,76
20180202-5:00,59
20180202-6:00,50
20180202-7:00,43
20180202-8:00,37
20180202-9:00,38
20180202-10:00,33
20180202-11:00,26
20180202-12:00,21
20180202-13:00,18
20180202-14:00,18
20180202-15:00,20
20180202-16:00,17
20180202-17:00,13
20180202-18:00,15
20180202-19:00,22
20180202-20:00,29
20180202-21:00,46
20180202-22:00,68
20180202-23:00,80
20180203-0:00,81
20180203-1:00,66
20180203-2:00,61
20180203-3:00,61
20180203-4:00,57
20180203-5:00,54
20180203-6:00,57
20180203-7:00,65
20180203-8:00,66
20180203-9:00,76
20180203-10:00,108
20180203-11:00,87
20180203-12:00,76
20180203-13:00,67
20180203-14:00,50
20180203-15:00,47
20180203-16:00,42
20180203-17:00,35
20180203-18:00,37
20180203-19:00,44
20180203-20:00,54
20180203-21:00,51
20180203-22:00,59
20180203-23:00,50
20180204-0:00,45
20180204-1:00,44
20180204-2:00,46
20180204-3:00,66
20180204-4:00,75
20180204-5:00,66
20180204-6:00,58
20180204-7:00,56
20180204-8:00,45
20180204-9:00,50
20180204-10:00,87
20180204-11:00,95
20180204-12:00,68
20180204-13:00,30
20180204-14:00,25
20180204-15:00,23
20180204-16:00,19
20180204-17:00,27
20180204-18:00,34
20180204-19:00,41
20180204-20:00,38
20180204-21:00,31
20180204-22:00,33
20180204-23:00,32
20180205-0:00,32
20180205-1:00,31
20180205-2:00,32
20180205-3:00,44
20180205-4:00,74
20180205-5:00,96
20180205-6:00,100
20180205-7:00,95
20180205-8:00,94
20180205-9:00,98
20180205-10:00,81
20180205-11:00,44
20180205-12:00,33
20180205-13:00,38
20180205-14:00,24
20180205-15:00,16
20180205-16:00,18
20180205-17:00,26
20180205-18:00,25
20180205-19:00,22
20180205-20:00,26
20180205-21:00,29
20180205-22:00,28
20180205-23:00,26
20180206-0:00,28
20180206-1:00,29
20180206-2:00,32
20180206-3:00,33
20180206-4:00,33
20180206-5:00,31
20180206-6:00,29
20180206-7:00,26
20180206-8:00,41
20180206-9:00,51
20180206-10:00,51
20180206-11:00,37
20180206-12:00,31
20180206-13:00,31
20180206-14:00,38
20180206-15:00,47
20180206-16:00,41
20180206-17:00,43
20180206-18:00,43
20180206-19:00,37
20180206-20:00,34
20180206-21:00,33
20180206-22:00,37
20180206-23:00,38
20180207-0:00,40
20180207-1:00,35
20180207-2:00,33
20180207-3:00,35
20180207-4:00,41
20180207-5:00,39
20180207-6:00,42
20180207-7:00,46
20180207-8:00,51
20180207-9:00,54
20180207-10:00,63
20180207-11:00,62
20180207-12:00,52
20180207-13:00,80
20180207-14:00,95
20180207-15:00,66
20180207-16:00,44
20180207-17:00,40
20180207-18:00,57
20180207-19:00,71
20180207-20:00,79
20180207-21:00,68
20180207-22:00,60
20180207-23:00,60
20180208-0:00,60
20180208-1:00,49
20180208-2:00,46
20180208-3:00,43
20180208-4:00,45
20180208-5:00,45
20180208-6:00,40
20180208-7:00,37
20180208-8:00,42
20180208-9:00,43
20180208-10:00,41
20180208-11:00,37
20180208-12:00,23
20180208-13:00,21
20180208-14:00,18
20180208-15:00,17
20180208-16:00,19
20180208-17:00,25
20180208-18:00,32
20180208-19:00,34
20180208-20:00,36
20180208-21:00,33
20180208-22:00,29
20180208-23:00,26
20180209-0:00,22
20180209-1:00,22
20180209-2:00,20
20180209-3:00,19
20180209-4:00,20
20180209-5:00,24
20180209-6:00,26
20180209-7:00,29
20180209-8:00,37
20180209-9:00,50
20180209-10:00,55
20180209-11:00,51
20180209-12:00,53
20180209-13:00,55
20180209-14:00,57
20180209-15:00,42
20180209-16:00,31
20180209-17:00,19
20180209-18:00,16
20180209-19:00,29
20180209-20:00,33
20180209-21:00,32
20180209-22:00,32
20180209-23:00,34
20180210-0:00,39
20180210-1:00,43
20180210-2:00,42
20180210-3:00,22
20180210-4:00,22
20180210-5:00,16
